Gene	PMCC	TS500	MSKCC_IMPACT.curated	MSKCC_HEME	FoundationOne	FoundationHeme	TEMPUS	CancerGeneCensus_Tier1	OncoKB-Annotated	CancerGeneCensus_Tier2	az300	familial_cancer	TSGene2-tumour-suppressors	TSGene2-oncogenes
MIR147A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR148A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR148B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR149	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR150	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR152	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR155	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR15A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR16-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR16-2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR17	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR181A1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR181A2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR181B1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR181B2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR181C	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR182	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR183	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR185	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR186	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR187	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR18A	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR18B	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR191	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR192	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR193A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR193B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR194-1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR194-2	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR195	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR196A1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR196A2	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR196B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR198	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR199A1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR19A	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR19B1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR19B2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR200A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR200B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR200C	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR203A	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR204	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR205	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR206	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR20A	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR20B	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR21	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR210	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR211	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR214	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR215	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR217	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR218-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR218-2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR219A1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR22	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR221	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR222	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR223	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR224	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR23A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR23B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR24-1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR24-2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR25	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR26A1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR26A2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR26B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR27A	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR27B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR28	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR296	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR29A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR29B1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR29C	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR302B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR30A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR30C1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR31	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR320A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR326	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR329-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR335	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR338	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR33A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR340	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR34A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR34B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR34C	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR367	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR370	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR372	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR373	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR375	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR378A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR383	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR409	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR410	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR422A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR424	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR449A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR449B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR451A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR483	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR486-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR487B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR490	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR493	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR494	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR495	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR497	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR502	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR503	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR504	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR505	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR508	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR509-3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR511	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR517A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR519D	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR520B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR520C	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR551A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR574	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR615	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR636	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR7-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR7-2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR7-3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR708	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR874	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR888	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR9-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR9-2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR9-3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR92A1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR92A2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR93	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR941-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR98	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR99A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIRLET7A1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIRLET7A2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIRLET7A3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIRLET7B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIRLET7C	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIRLET7D	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIRLET7E	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIRLET7F1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIRLET7F2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIRLET7G	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIRLET7I	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MITF	1	1	1	1	1	1	1	0	1	1	1	1	0	0
MKI67	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MKL1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MLF1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
MLH1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
MLH3	0	0	0	0	0	0	1	0	0	0	1	1	1	0
MLLT1	0	0	0	0	0	1	0	0	0	1	0	0	0	1
MLLT10	0	0	0	0	0	1	0	0	0	1	0	0	0	1
MLLT11	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MLLT3	0	1	0	0	0	1	1	0	0	1	0	0	0	1
MLLT4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MLLT6	0	0	0	0	0	1	0	0	0	1	0	0	0	1
MLST8	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MME	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MN1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
MNT	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MNX1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
MOB1A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MOB1B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MOB3B	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MONO27	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MOS	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MPEG1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MPL	1	1	1	1	1	1	1	0	1	1	1	1	0	1
MRAS	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MRE11	1	1	1	1	1	1	1	0	1	0	0	1	0	0
MRPS31	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MRTFA	0	0	0	0	0	1	0	0	0	0	0	0	0	1
MRVI1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MS4A1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
MSH2	1	1	1	1	1	1	1	0	1	1	1	1	1	0
MSH3	0	1	1	0	0	1	1	0	1	0	1	0	0	0
MSH6	1	1	1	1	1	1	1	0	1	1	1	1	0	0
MSI1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MSI2	0	0	1	0	0	1	0	0	1	1	0	0	0	0
MSMB	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MSN	0	0	0	0	0	1	0	0	0	1	0	0	0	0
MST1	0	1	1	0	0	0	0	0	1	0	0	0	1	0
MST1R	0	1	1	0	0	0	0	0	1	0	0	0	1	0
MT1DP	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MT1F	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MT1G	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MT1M	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MT2A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MTAP	0	0	0	0	0	0	1	0	0	0	0	0	1	0
MTCP1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MTHFR	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MTOR	1	1	1	1	1	1	1	0	1	1	1	0	0	0
MTRR	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MTSS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MTUS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MUC1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
MUC16	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MUC4	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MUS81	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MUTYH	1	1	1	1	1	1	1	0	1	1	1	1	0	0
MXI1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MYB	1	1	0	0	1	1	1	0	0	1	0	0	0	1
MYBBP1A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MYC	1	1	1	1	1	1	1	0	1	1	1	0	0	1
MYCL	1	1	1	1	1	1	1	0	1	1	1	0	0	0
MYCN	1	1	1	1	1	1	1	0	1	1	1	0	0	1
MYD88	1	1	1	1	1	1	1	0	1	1	0	0	0	1
MYEOV	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MYH11	0	0	0	0	0	1	1	0	0	1	0	0	0	1
MYH9	0	0	0	0	0	1	0	0	0	1	1	0	1	0
MYO18A	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MYO18B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MYO1A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MYO5A	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MYOD1	0	1	1	0	0	0	0	0	1	1	0	0	0	0
MZB1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
N4BP2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NAB2	0	1	0	0	0	0	0	0	0	1	0	0	0	0
NACA	0	0	0	0	0	1	0	1	0	0	0	0	0	0
NAPEPLD	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NAV3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NBEA	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NBEAP1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NBN	0	1	1	1	0	0	1	0	1	1	0	1	1	0
NCKIPSD	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NCOA1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
NCOA2	0	0	0	0	0	1	0	0	0	1	0	0	0	0
NCOA3	0	1	1	0	0	0	0	0	1	0	0	0	0	0
NCOA4	0	0	0	0	0	0	0	0	0	1	0	0	1	1
NCOA5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NCOR1	0	1	1	1	0	0	1	0	1	1	1	0	0	0
NCOR2	0	0	0	1	0	1	1	0	0	1	1	0	0	0
NCSTN	0	0	0	1	0	1	0	0	1	0	0	0	0	0
NDN	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NDRG1	0	0	0	0	0	1	0	0	0	1	0	0	1	0
NDRG2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NDRG4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NDST4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NEDD4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NEDD4L	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NEGR1	0	1	1	0	0	0	0	0	1	0	0	0	0	0
NEK1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NET1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NEURL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NF1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
NF2	1	1	1	1	1	1	1	0	1	1	1	1	1	0
NFATC2	0	0	0	0	0	0	0	0	0	1	0	0	1	0
NFE2	0	0	0	1	0	0	0	0	1	0	0	0	0	0
NFE2L2	1	1	1	1	1	1	1	0	1	1	1	0	0	1
NFE2L3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NFIB	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NFKB1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
NFKB2	0	0	0	0	0	1	0	0	0	1	0	0	0	1
NFKBIA	1	1	1	0	1	1	1	0	1	0	0	0	0	0
NFKBIE	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NGFR	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NHP2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NIN	0	0	0	0	0	1	0	0	0	1	0	0	0	0
NINJ1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NIT2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NKX2-1	1	1	1	1	1	1	1	0	1	1	1	0	0	0
NKX2-8	0	0	0	0	0	0	0	0	0	0	1	0	1	0
NKX3-1	0	1	1	0	0	0	0	0	1	0	0	0	1	0
NME1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NNAT	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NOD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NOL7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NONO	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NOP10	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NOP53	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NOTCH1	1	1	1	1	1	1	1	0	1	1	1	0	1	1
NOTCH2	1	1	1	1	1	1	1	0	1	1	0	0	1	1
NOTCH3	1	1	1	1	1	0	1	0	1	0	0	0	1	1
NOTCH4	0	1	1	1	0	0	0	0	1	0	0	0	0	0
NOV	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NPAS2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NPM1	1	1	1	1	1	1	1	0	1	1	1	0	1	1
NPRL2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NQO1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NR0B2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NR1I2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NR21	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NR22	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NR24	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NR27	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NR2C2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NR4A1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NR4A3	0	0	0	0	0	1	0	0	0	1	0	0	1	1
NRAS	1	1	1	1	1	1	1	0	1	1	1	0	0	1
NRBP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NRCAM	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NRF1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NRG1	0	1	0	0	0	0	1	0	0	1	1	0	0	0
NRSN2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NSD1	1	1	1	1	1	1	1	0	1	1	1	1	0	1
NSD2	0	0	1	1	0	1	1	0	1	0	0	0	0	1
NSD3	0	0	1	0	0	1	0	0	1	0	0	0	1	1
NT5C2	0	0	0	1	0	1	1	0	0	1	0	0	0	0
NTHL1	0	0	1	0	0	0	1	1	1	0	0	0	0	0
NTRK1	1	1	1	1	1	1	1	0	1	1	0	1	0	1
NTRK2	1	1	1	1	1	1	1	0	1	0	0	0	0	0
NTRK3	1	1	1	1	1	1	1	0	1	1	0	0	1	0
NUAK1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NUDT15	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NUF2	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NUMA1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
NUMB	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NUP214	0	0	0	0	0	1	0	0	0	1	0	0	0	1
NUP93	1	1	1	0	1	1	0	0	1	0	0	0	0	0
NUP98	0	0	0	0	0	1	1	0	0	1	0	0	1	0
NUPR1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NUTM1	1	1	0	0	0	0	0	0	1	1	0	0	0	0
NUTM2A	0	0	0	0	0	1	0	0	0	1	0	0	0	0
NUTM2B	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OGFR	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OLFM4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OLIG2	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OMD	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ONECUT1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OPCML	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OSCP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OSGIN1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
P2RY8	0	0	0	1	0	1	1	0	0	1	0	0	0	0
PABPC1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PACRG	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PAEP	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PAFAH1B1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PAFAH1B2	0	0	0	0	0	1	0	0	0	1	0	0	0	0
PAG1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PAIP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PAK1	0	1	1	0	0	0	1	0	1	0	1	0	0	0
PAK3	1	1	0	0	1	1	0	0	0	0	0	0	0	0
PAK5	0	1	1	1	0	0	0	0	1	0	0	0	0	0
PALB2	1	1	1	1	1	1	1	0	1	1	1	1	1	0
PALLD	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PANO1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PANX2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PARK7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PARP1	1	1	1	1	0	0	0	0	1	0	0	0	1	0
PASK	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PATZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PAWR	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PAX3	0	1	0	0	0	1	1	0	0	1	0	0	0	1
PAX4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PAX5	1	1	1	1	1	1	1	0	1	1	0	0	1	1
PAX6	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PAX7	0	1	0	0	0	1	1	0	0	1	0	0	0	1
PAX8	0	1	0	0	0	0	1	0	1	1	0	0	0	0
PBRM1	1	1	1	1	1	1	1	0	1	1	1	0	1	0
PBX1	0	0	0	0	0	1	0	0	0	1	0	0	0	1
PC	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PCBP1	0	0	0	1	0	1	1	1	0	0	1	0	0	0
PCDH10	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PCDH17	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PCDH8	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PCDH9	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PCDHGA1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGC3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PCGF2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PCLO	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PCM1	0	0	0	0	0	1	0	0	0	1	0	0	0	1
PCSK7	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PDCD1	0	1	1	1	0	1	1	0	1	0	0	0	0	0
PDCD11	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PDCD1LG2	1	1	1	0	1	1	1	0	1	1	0	0	0	0
PDCD4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PDCD5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PDE4DIP	0	0	0	0	0	1	0	0	0	1	0	0	0	0
PDGFB	1	0	0	0	0	1	0	0	0	1	0	0	0	1
PDGFD	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PDGFRA	1	1	1	1	1	1	1	0	1	1	1	0	0	1
PDGFRB	1	1	1	1	1	1	1	0	1	1	0	0	0	1
PDGFRL	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PDK1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
PDLIM4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PDPK1	0	1	1	1	0	0	1	0	1	0	1	0	0	0
PDS5B	0	0	0	1	0	0	0	0	0	0	0	0	1	0
PDSS2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PDX1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PEA15	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PEBP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PEG3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PER1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
PER2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PFN1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PGP	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PGR	1	1	1	0	0	0	0	0	1	0	0	0	1	0
PGRMC2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PHACTR4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PHB	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PHC3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PHF1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PHF6	0	1	0	1	0	1	1	0	0	1	1	0	1	0
PHLDA2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PHLDA3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PHLPP1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
PHLPP2	0	0	0	0	0	0	0	0	0	0	1	0	1	0
PHOX2A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PHOX2B	0	1	1	0	0	0	1	0	1	1	0	1	0	0
PIAS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PIAS4	0	0	0	0	0	0	1	0	0	0	0	0	0	0
